String = 6.4333 1.817415e-07 7850 1.794274e+02 2.02e+11 2.628442e-15 8.000000e+10 0.8500
String = 6.0855 1.380508e-06 7850 1.368898e+03 2.02e+11 1.516589e-13 8.000000e+10 0.8500
String = 5.7565 2.041098e-06 7850 2.032815e+03 2.02e+11 3.315263e-13 8.000000e+10 0.8500
String = 5.4454 2.344194e-06 7850 2.344948e+03 2.02e+11 4.372976e-13 8.000000e+10 0.8500
String = 5.1511 2.420791e-06 7850 2.432244e+03 2.02e+11 4.663422e-13 8.000000e+10 0.8500
String = 4.8727 2.364004e-06 7850 2.385680e+03 2.02e+11 4.447197e-13 8.000000e+10 0.8500
String = 4.6094 2.238350e-06 7850 2.268875e+03 2.02e+11 3.986999e-13 8.000000e+10 0.8500
String = 4.3603 2.087026e-06 7850 2.124874e+03 2.02e+11 3.466138e-13 8.000000e+10 0.8500
String = 4.1247 1.937557e-06 7850 1.981467e+03 2.02e+11 2.987440e-13 8.000000e+10 0.8500
String = 3.9019 1.806161e-06 7850 1.855325e+03 2.02e+11 2.595989e-13 8.000000e+10 0.8500
String = 3.6911 1.701078e-06 7850 1.755187e+03 2.02e+11 2.302705e-13 8.000000e+10 0.8500
String = 3.4917 1.625096e-06 7850 1.684295e+03 2.02e+11 2.101591e-13 8.000000e+10 0.8500
String = 3.3032 1.577432e-06 7850 1.642231e+03 2.02e+11 1.980121e-13 8.000000e+10 0.8500
String = 3.1248 1.555120e-06 7850 1.626282e+03 2.02e+11 1.924500e-13 8.000000e+10 0.8500
String = 2.9560 1.554005e-06 7850 1.632441e+03 2.02e+11 1.921741e-13 8.000000e+10 0.8500
String = 2.7964 1.569453e-06 7850 1.656116e+03 2.02e+11 1.960138e-13 8.000000e+10 0.8500
String = 2.6454 1.596825e-06 7850 1.692629e+03 2.02e+11 2.029107e-13 8.000000e+10 0.8500
String = 2.5026 1.631789e-06 7850 1.737539e+03 2.02e+11 2.118937e-13 8.000000e+10 0.8500
String = 2.3675 1.670500e-06 7850 1.786849e+03 2.02e+11 2.220667e-13 8.000000e+10 0.8500
String = 2.2397 1.709701e-06 7850 1.837117e+03 2.02e+11 2.326112e-13 8.000000e+10 0.8500
String = 1.8413 9.962310e-07 7850 8.121223e+02 2.02e+11 7.897874e-14 8.000000e+10 0.8500
String = 1.7439 1.019558e-06 7850 8.368320e+02 2.02e+11 8.272066e-14 8.000000e+10 0.8500
String = 1.6517 1.039830e-06 7850 8.593378e+02 2.02e+11 8.604288e-14 8.000000e+10 0.8500
String = 1.5644 1.056436e-06 7850 8.790830e+02 2.02e+11 8.881293e-14 8.000000e+10 0.8500
String = 1.4817 1.069002e-06 7850 8.956970e+02 2.02e+11 9.093840e-14 8.000000e+10 0.8500
String = 1.4033 1.077362e-06 7850 9.089715e+02 2.02e+11 9.236629e-14 8.000000e+10 0.8500
String = 1.3292 1.081517e-06 7850 9.188365e+02 2.02e+11 9.308004e-14 8.000000e+10 0.8500
String = 1.2590 1.081602e-06 7850 9.253363e+02 2.02e+11 9.309478e-14 8.000000e+10 0.8500
String = 1.1925 1.077860e-06 7850 9.286065e+02 2.02e+11 9.245161e-14 8.000000e+10 0.8500
String = 1.1295 1.070605e-06 7850 9.288529e+02 2.02e+11 9.121126e-14 8.000000e+10 0.8500
String = 1.0699 1.060206e-06 7850 9.263324e+02 2.02e+11 8.944794e-14 8.000000e+10 0.8500
String = 1.0134 1.047060e-06 7850 9.213365e+02 2.02e+11 8.724360e-14 8.000000e+10 0.8500
String = 0.9599 1.031580e-06 7850 9.141764e+02 2.02e+11 8.468291e-14 8.000000e+10 0.8500
String = 0.9093 1.014173e-06 7850 9.051715e+02 2.02e+11 8.184917e-14 8.000000e+10 0.8500
String = 0.8613 9.952367e-07 7850 8.946391e+02 2.02e+11 7.882117e-14 8.000000e+10 0.8500
String = 0.8159 9.751455e-07 7850 8.828862e+02 2.02e+11 7.567092e-14 8.000000e+10 0.8500
String = 0.7729 9.542466e-07 7850 8.702036e+02 2.02e+11 7.246217e-14 8.000000e+10 0.8500
String = 0.7321 9.328546e-07 7850 8.568613e+02 2.02e+11 6.924972e-14 8.000000e+10 0.8500
String = 0.6935 9.112498e-07 7850 8.431049e+02 2.02e+11 6.607924e-14 8.000000e+10 0.8500
String = 0.6570 8.896764e-07 7850 8.291543e+02 2.02e+11 6.298749e-14 8.000000e+10 0.8500
String = 0.6224 8.683429e-07 7850 8.152018e+02 2.02e+11 6.000295e-14 8.000000e+10 0.8500
